筆畫數,漢字
9,葉
9,葋
9,葌
9,葍
9,葎
9,葐
9,葑
9,葒
9,葔
9,葖
9,葘
9,葙
9,葚
9,葛
9,葝
9,葞
9,葟
9,葠
9,葡
9,董
9,葥
9,葦
9,葧
9,葨
9,葩
9,葫
9,葬
9,葭
9,葮
9,葯
9,葰
9,葳
9,葴
9,葵
9,葶
9,葷
9,葸
9,葹
9,葺
9,葽
9,葾
9,蒂
9,蒆
9,蒍
9,蒎
9,蒏
10,𦵯
10,蒐
10,蒑
10,蒔
10,蒗
10,蒘
10,蒙
10,蒚
10,蒛
10,蒜
10,蒝
10,蒞
10,蒟
10,蒠
10,蒡
10,蒢
10,蒤
10,蒧
10,蒨
10,蒩
10,蒪
10,蒫
10,蒬
10,蒮
10,蒯
10,蒰
10,蒱
10,蒲
10,蒴
10,蒶
10,蒸
10,蒹
10,蒺
10,蒻
10,蒼
10,蒿
10,蓀
10,蓁
10,蓂
10,蓄
10,蓅
10,蓆
10,蓇
10,蓉
10,蓊
10,蓋
10,蓌
10,蓍
10,蓎
10,蓏
10,蓐
10,蓑
10,蓒
10,蓓
10,蓔
10,蓖
10,蓗
10,蓛
10,蓮
10,蔱
11,蓧
11,蓨
11,蓩
11,蓪
11,蓫
11,蓬
11,蓯
11,蓰
11,蓱
11,蓲
11,蓳
11,蓴
11,蓶
11,蓷
11,蓹
11,蓺
11,蓻
11,蓼
11,蓽
11,蓾
11,蓿
11,蔀
11,蔂
11,蔆
11,蔇
11,蔈
11,蔉
11,蔊
11,蔋
11,蔌
11,蔍
11,蔎
11,蔏
11,蔑
11,蔒
11,蔓
11,蔔
11,蔕
11,蔖
11,蔗
11,蔘
11,蔙
11,蔚
11,蔜
11,蔝
11,蔞
11,蔟
11,蔠
11,蔡
11,蔣
11,蔤
11,蔥
11,蔦
11,蔧
11,蔨
11,蔩
11,蔪
11,蔫
11,蔬
11,蔭
11,蔮
11,蔯
11,蔰
11,蔻
12,蔽
12,蔾
12,蕀
12,蕁
12,蕃
12,蕄
12,蕅
12,蕆
12,蕇
12,蕈
12,蕉
12,蕊
12,蕍
12,蕎
12,蕑
12,蕓
12,蕔
12,蕕
12,蕖
12,蕗
12,蕘
12,蕙
12,蕛
12,蕝
12,蕞
12,蕠
12,蕡
12,蕢
12,蕣
12,蕤
12,蕥
12,蕦
12,蕧
12,蕨
12,蕩
12,蕪
12,蕫
12,蕬
12,蕭
12,蕮
12,蕱
12,蕵
13,蕶
13,蕷
13,蕸
13,蕹
13,蕺
13,蕻
13,蕼
13,蕾
13,薀
13,薁
13,薂
13,薃
13,薄
13,薅
13,薆
13,薇
13,薈
13,薉
13,薊
13,薋
13,薌
13,薍
13,薎
13,薏
13,薐
13,薑
13,薔
13,薕
13,薖
13,薘
13,薙
13,薚
13,薛
13,薜
13,薝
13,薞
13,薟
13,薠
13,薡
13,薢
13,薣
13,薤
13,薦
13,薧
13,薨
13,薪
14,薩
14,薯
14,薰
14,薱
14,薳
14,薴
14,薵
14,薶
14,薷
14,薸
14,薹
14,薺
14,薽
14,薾
14,薿
14,藀
14,藂
14,藃
14,藄
14,藅
14,藆
14,藇
14,藈
14,藉
14,藋
14,藍
14,藎
14,藏
14,藐
14,藑
14,藒
14,蘤
15,藕
15,藗
15,藘
15,藙
15,藚
15,藜
15,藝
15,藞
15,藟
15,藡
15,藢
15,藣
15,藤
15,藥
15,藦
15,藨
15,藩
15,藪
15,藫
15,藬
15,藭
15,藯
15,藰
15,藱
15,藲
16,藶
16,藷
16,藸
16,藹
16,藺
16,藻
16,藽
16,藾
16,藿
16,蘀
16,蘁
16,蘄
16,蘅
16,蘆
16,蘇
16,蘉
16,蘊
16,蘋
16,蘌
16,蘑
16,蘢
17,蘗
17,蘘
17,蘙
17,蘚
17,蘛
17,蘜
17,蘞
17,蘟
17,蘠
17,蘡
17,蘣
17,蘥
17,蘦
17,蘧
17,蘩
17,蘪
17,蘬
17,蘭
17,蘮
18,蘲
18,蘳
18,蘴
18,蘵
18,蘶
19,蘱
19,蘸
19,蘹
19,蘺
19,蘻
19,蘼
19,蘾
19,蘿
19,虀
20,虃
21,虆
21,虇
21,虈
25,虋
25,虌
